F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_41_941.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_41_941.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_41_941.jpg, 0, 0, 0, 8.153572E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_42_043.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_42_043.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_42_043.jpg, 0, 0, 0, 7.854035E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_42_143.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_42_143.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_42_143.jpg, 0, 0, 0, 7.873282E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_42_244.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_42_244.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_42_244.jpg, 0, 0, 0, 7.887292E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_42_348.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_42_348.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_42_348.jpg, 0, 0, 0, 7.887583E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_42_449.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_42_449.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_42_449.jpg, 0, 0, 0, 7.964025E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_42_550.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_42_550.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_42_550.jpg, 0, 0, 0, 8.458521E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_42_650.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_42_650.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_42_650.jpg, 0, 0, 0, 7.839838E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_42_754.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_42_754.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_42_754.jpg, 0, 0, 0, 7.890168E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_42_856.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_42_856.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_42_856.jpg, 0, 0, 0, 7.938911E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_42_959.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_42_959.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_42_959.jpg, 0, 0, 0, 7.930924E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_43_061.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_43_061.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_43_061.jpg, 0, 0, 0, 7.818258E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_43_164.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_43_164.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_43_164.jpg, 0, 0, 0, 8.246164E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_43_264.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_43_264.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_43_264.jpg, 0, 0, 0, 7.965145E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_43_366.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_43_366.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_43_366.jpg, 0, 0, 0, 8.126506E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_43_466.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_43_466.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_43_466.jpg, 0, 0, 0, 7.808574E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_43_570.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_43_570.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_43_570.jpg, 0, 0, 0, 8.018382E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_43_672.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_43_672.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_43_672.jpg, 0, 0, 0, 8.078711E-05
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_43_775.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_43_775.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_43_775.jpg, 0, 0.3060782, 0, 0.2150549
F:\Self-driving car project\Self-driving Car\Data\IMG\center_2018_09_03_16_01_43_876.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\left_2018_09_03_16_01_43_876.jpg, F:\Self-driving car project\Self-driving Car\Data\IMG\right_2018_09_03_16_01_43_876.jpg, 0, 0.6086058, 0, 0.746958
